RunName,SpoligoType(MiruHero),SpoligoType(Spotyping),MiruType(MiruHero),MiruType(mirureader),Lineage(MiruHero),Lineages(tb-profiler),Resistance(tb-profiler),Family(SpolLineages)
GCA_001394575.1_6540_1_20_genomic,400001774034600,400001774034600,111121-112212111-1111-12,112111122-22121011122-12,M. bovis,La1.8.1,pyrazinamide(R),BOV
GCA_001379235.1_7769_7_22_genomic,000000000003771,000000000003771,232222123322211442111112,212-22222-222221232324-2,East Asian,lineage2.2.1,streptomycin(R),Beijing
GCA_001383395.1_7755_3_83_genomic,000000000003771,000000000003771,212222141322212421112112,213122222-23222141232--2,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001395295.1_6540_3_20_genomic,063155417660661,063155417660661,1111111111221-1111-11--2,1121211211-2111021112112,Euro-American,lineage4,ofloxacin(R),T1
GCA_001379135.1_7156_6_43_genomic,000000000003771,000000000003771,222222132222212411111122,213-22222-22222132322-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001380615.1_7755_4_13_genomic,000000000003771,000000000003771,223225121322311421211112,222223222-32225121232212,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001389295.1_8987_4_38_genomic,000000000002771,000000000002771,2-11211211-11-122-1-2121,212011112-13212121211201,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001394815.1_6540_3_9_genomic,766670005420740,766670005420740,1-1211-121-121-1-11----1,111011211-21121012111-11,Euro-American,lineage4.1.1.3.1,ofloxacin(R),Ural-1
GCA_001380255.1_7755_4_20_genomic,000000000003771,000000000003771,212224122323311421221212,222132232-323241222322-2,East Asian,lineage2.2.1,streptomycin(R),Beijing
GCA_001381815.1_7755_3_61_genomic,777737777420771,777737777420771,226225113322211222121312,212-2-2322224251132322-2,Euro-American,lineage4.2.1.1,rifampicin(R),Ural-1
GCA_001389095.1_8987_4_67_genomic,000000000003731,000000000003731,1-11111112-13--2--1-11-1,111011111-32211111121101,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001381955.1_7755_4_40_genomic,000000000003771,000000000003771,233222141333211421112122,212-33222-23222141332-13,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001380415.1_7755_2_36_genomic,037776477760771,037776477760771,212224123322311222122112,2121222322332241232322-2,Euro-American,lineage4.1,ND,X1
GCA_001388215.1_8987_4_48_genomic,000000000003771,000000000003771,21-2121211-23-11211--112,212121211-31212121212211,East Asian,lineage2.2.1,streptomycin(R),Beijing
GCA_001393615.1_6540_3_7_genomic,600000000000000,600000000000000,2--2111111-211-11121---1,231023221113121111111111,East-African Indian,lineage4.1.1.3.1,ND,BOV
GCA_001397615.1_6221_2_11_genomic,402411700002771,402411700002771,1-11211211-22--1--111-12,111021122122111121212--1,East-African Indian,lineage3,ethionamide(R),Unknown
GCA_001386375.1_7935_3_58_genomic,000000000003771,000000000003771,213222132223211441221112,222133232-22222132222-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001385435.1_7769_7_35_genomic,000000000003771,000000000003771,213222123323211411221112,222133232-22222123232-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001394335.1_7054_1_7_genomic,755307577740761,755307577740761,1111111-11211--1-111-112,111111121111211111212-12,Euro-American,lineage4.8,ND,T1
GCA_001386595.1_7935_3_69_genomic,000000000003771,000000000003771,212212151222211421111112,212122221-222221-1222212,East Asian,lineage2.2.1,streptomycin(R),Beijing
GCA_001390015.1_8987_5_1_genomic,000000000003160,000000000003160,1--1111121121--22-11---1,112021121-11111112111202,East Asian,lineage2.2.1,ND,Beijing
GCA_001378815.1_7769_7_27_genomic,000000000003771,000000000003771,212222122323211421211112,222132222-22222122232-12,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001387375.1_8898_8_2_genomic,000000000003321,000000000003321,2111211122-11-11--1--1-2,212111112-11211112122-01,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001396415.1_5237_2_5_genomic,532677300640761,532677300640761,2-21211222-21111--1111-2,2120221221122211-2222-01,Euro-American,lineage4.8.2,ND,T4
GCA_001384015.1_7755_5_75_genomic,000000000003771,000000000003771,212222131323212321412112,2431322223232221312322-2,East Asian,lineage2.2.1,streptomycin(R),Beijing
GCA_001394715.1_7054_1_18_genomic,757760000000000,757760000000000,1-2121--12-22-11-11---11,112022112121111011221-11,Euro-American,lineage4.3.3,ND,Unknown
GCA_001396795.1_6280_4_12_genomic,402740072040201,402740072040201,11-111-21-2121-2----1--1,101112111222121021111-02,Euro-American,lineage4.1.1,ND,T1
GCA_001388635.1_8898_8_28_genomic,714307355400731,714307355400731,1141221131-111-11-1-1--1,111114112112122113111-01,Euro-American,lineage4.2.1,rifampicin(R),Unknown
GCA_001379095.1_7755_5_87_genomic,777777777760740,777777777760740,212122121321112121111114,21311212211222212123-212,Euro-American,lineage4.8,streptomycin(R),T1
GCA_001391395.1_7054_1_30_genomic,737737717140761,737737717140761,1121121212212--12-11--12,111112121-21112121222202,Euro-American,lineage4.8.2,ND,T3
GCA_001386535.1_7935_3_64_genomic,777400000060771,777400000060771,132223121221111211112-12,112-12222213123121222-12,Euro-American,lineage4.3.3,isoniazid(R),T1
GCA_001391795.1_6540_5_12_genomic,772625406060351,772625406060351,1-11121-22211--1--1----1,111011111-1-112112-21-02,Euro-American,lineage4.3.4.2.1,ND,LAM11-ZWE
GCA_001383495.1_7769_7_11_genomic,000000007760771,000000007760771,122224122222211222113-22,112-22222224124122322222,Euro-American,lineage4.3.3,isoniazid(R),LAM
GCA_001391175.1_8987_4_55_genomic,000000000001171,000000000001171,2-11221322-21--1--11--12,211021122-11112132222-01,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001380135.1_7841_6_19_genomic,000000000003771,000000000003771,222222122323211211121212,212-32232222322122232-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001383815.1_7769_7_18_genomic,000000000003771,000000000003771,232222122222211421112112,212-22222-23222122222-12,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001394695.1_6570_5_3_genomic,617776777760601,617776777760601,211121112321211121211141,222111122122221112531212,Euro-American,lineage4.1.1,ND,X2
GCA_001396435.1_5237_2_4_genomic,601470000003700,601470000003700,2-21221111-21-11--11---1,212022-221111121-1121--1,East-African Indian,lineage3,ND,Unknown
GCA_001389415.1_8987_4_15_genomic,000000000003770,000000000003770,2--1121221222--2--1-11-2,211021111-22212122112-02,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001386715.1_8898_8_91_genomic,000000000003551,000000000003551,2-11121222-11-11--111--2,212011121-12112122122-01,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001388075.1_8987_5_33_genomic,667400754020671,667400754020671,21221112112121-11111---1,211112221-21121121111112,Euro-American,lineage4.1.2.1,ND,H1
GCA_001390615.1_8898_8_37_genomic,000000000002771,000000000002771,11-1121211-111-1--1-1-11,111111111-13122121211-01,East Asian,lineage2.2.1,ND,Beijing
GCA_001397375.1_5237_3_7_genomic,400000000000000,400000000000000,1-111111-2-1-1-2--11---2,1-10-112---11211-1122-01,East-African Indian,lineage4.1.2.1,ND,BOV
GCA_001383635.1_7156_6_32_genomic,577760007760771,577760007760771,112223131222211211113-12,112122222224123131222312,Euro-American,lineage4.3.3,ND,LAM-RUS
GCA_001382675.1_7156_7_79_genomic,000000000003731,000000000003731,232222122323211411111112,212-32222-22222122232-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001381655.1_7769_8_74_genomic,000000000003771,000000000003771,212222121322212221121112,213122232222222121232212,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001379715.1_7156_7_90_genomic,777737777420771,777737777420771,224222113222212111112113,213224222123222113223-12,Euro-American,lineage4.2.1.1,ND,Ural-1
GCA_001390475.1_8939_3_91_genomic,000000000003771,000000000003771,2111211221211111--111--1,212111122-22121122111-02,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001387835.1_8898_8_47_genomic,000000000003371,000000000003371,1-21111122-21-12--11--11,112022121-11111112221-01,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001389615.1_8987_4_17_genomic,240526553420771,240526553420771,1141111112211-112-1111-2,112114121111211111122202,Euro-American,lineage4.2.1,ND,Ural-1
GCA_001395595.1_6540_1_5_genomic,000002774000000,000002774000000,1-121--222211--1-11-1--1,111011211-12111022121-12,Euro-American,lineage4.1.1,isoniazid(R),BOV_4-CAPRAE
GCA_001378275.1_6954_8_62_genomic,777777777760771,777777777760771,213122122222211211111124,212123122222222122324-12,Euro-American,lineage4.8,rifampicin(R),T1
GCA_001393395.1_6570_8_13_genomic,777777777760771,777777777760771,222122-112212-11-1112113,21221212212321201122--12,Euro-American,lineage4.8.1,ND,T1
GCA_001385975.1_7156_7_51_genomic,000000000003771,000000000003771,232222131322211121112112,212-22222123222131232-12,East Asian,lineage2.2.1,ND,Beijing
GCA_001391515.1_7054_1_22_genomic,776436777000600,776436777000600,11-12211222111-12111-1-1,111111122111222112121212,Euro-American,lineage4.1.1,ND,Unknown
GCA_001385495.1_7314_8_72_genomic,000000000003771,000000000003771,212224132222211431212122,222122222-23224132322312,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001392995.1_6540_3_2_genomic,777747777760471,777747777760471,1-11-2-1222221-1-----1--,10-021-1-1----20--12---2,Euro-American,lineage4.8.1,ND,T1
GCA_001380915.1_7156_7_94_genomic,000000000003771,000000000003771,212222132322212221111212,213122222222322132232212,East Asian,lineage2.2.1,ND,Beijing
GCA_001386635.1_7935_3_76_genomic,000000000003771,000000000003771,212222122323211411111122,212132222-22222122332-12,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001390575.1_8939_3_89_genomic,703447170020470,703447170020470,2112221-22-21--1-2111112,211121222-1221211222--21,Euro-American,lineage4.1.2.1,rifampicin(R),H3
GCA_001396235.1_6174_2_9_genomic,000000000000011,000000000000011,1-1121-121--3--1111-1-11,11101-112-32111012211111,East Asian,lineage3.1.1,ND,Beijing
GCA_001394455.1_6540_4_19_genomic,016460004420600,016460004420600,1--111-321-12--1-111---1,111012121-21111022111-11,Euro-American,lineage4.1.1,ND,NEW-1 (misnamed as Ural-2)
GCA_001385875.1_7156_7_53_genomic,774777777420771,774777777420771,214222113221211221112212,212114222223322113222-12,Euro-American,lineage4.2.1,ND,Ural-1
GCA_001392655.1_6570_5_17_genomic,777777777760771,777777777760771,2222141111222-22--2121-2,223222221223214111112-02,Euro-American,lineage4.1.2.1,ND,T1
GCA_001392595.1_6570_6_2_genomic,777676777760601,777676777760601,2111111122221-111-2112-2,2221211211123111121221-2,Euro-American,lineage4.1.1,ND,X2
GCA_001389755.1_8987_4_88_genomic,000000000003771,000000000003771,2--2221211221--1--11-111,211021222-11212121221-02,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001381715.1_7769_8_70_genomic,000000000003771,000000000003771,213225131223211411222223,222133232-23325131323-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001394615.1_6540_1_17_genomic,617000014000000,617000014000000,2-1211-212-11--1-11-11-1,211011111-12211021121-11,Euro-American,lineage4.1.1,ND,Unknown
GCA_001389215.1_8939_3_72_genomic,653631777420771,653631777420771,2142111122-111-1--1111-1,211114221111222112121-01,Euro-American,lineage4.2.1.1,ND,Ural-1
GCA_001379155.1_7841_7_62_genomic,774777777420771,774777777420771,214222113222211221111112,21212-222222222113222-12,Euro-American,lineage4.2.1,ND,Ural-1
GCA_001387615.1_8987_4_93_genomic,760212036020721,760212036020721,1-42121111-23--12-1-11-2,11102-211132212111112201,Euro-American,lineage4.2.1,rifampicin(R),H3
GCA_001382415.1_7156_7_54_genomic,000000000003771,000000000003771,212222122222312311111122,213122222-32222122322-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001380335.1_7755_3_92_genomic,000000000003771,000000000003771,212222122222212421132122,213122242-23222122322212,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001395935.1_6570_6_13_genomic,777777777760771,777777777760771,2211221112222121-1211111,2232211221222221-1221-12,Euro-American,lineage4.1.2.1,ND,T1
GCA_001386335.1_7935_3_96_genomic,000000000003771,000000000003771,211325151321112221121112,2131113322-22251-1232212,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001395475.1_6540_6_18_genomic,303377400000571,303377400000571,2-1112-121-1--12-1111--1,21201-1212-2112012111-11,East-African Indian,lineage3.1.1,ND,CAS
GCA_001396515.1_5237_2_8_genomic,000000000003431,000000000003431,1--1211122-211-1--11--21,1110221221-11211-2321-01,East Asian,lineage2.2.1,ND,Beijing
GCA_001378475.1_7755_3_71_genomic,000000000003771,000000000003771,213222122321212311111112,213113222-22222122232--2,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001395155.1_6540_3_21_genomic,757600000000171,757600000000171,211311-211-23--1-1---111,201121211-332130-1211-11,Euro-American,lineage4.1.1.3.1,ND,Unknown
GCA_001397795.1_6221_3_11_genomic,570777774000000,570777774000000,2-11121111-211---111---1,211021121-11122111111--1,Euro-American,lineage4.2.2,ND,Unknown
GCA_001379695.1_7755_2_1_genomic,000000000003771,000000000003771,222222131321211231211112,222212222222222131232312,East Asian,lineage2.2.1,streptomycin(R),Beijing
GCA_001386175.1_7935_3_55_genomic,000000000003771,000000000003771,233222121221212421112112,213-13222-23222121222212,East Asian,lineage2.2.1,ND,Beijing
GCA_001386075.1_7755_3_51_genomic,000000000003771,000000000003771,232212121321211331111122,212-12221-22222121332-12,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001385755.1_7755_2_47_genomic,000000000003731,000000000003731,222215131322211221121112,212-22231222225131232-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001378695.1_7769_7_46_genomic,000000000003771,000000000003771,232222122323211431111112,212-32222-22222122232312,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001383775.1_7156_6_33_genomic,000000000003771,000000000003771,212222132322211211212212,222122222223322132232-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001387655.1_8987_5_16_genomic,776065204420171,776065204420171,1-11211111212111--11-1-1,112011122123222111112-02,Euro-American,lineage4.3.3,ND,Ural-1
GCA_001390955.1_8987_4_31_genomic,700711774020771,700711774420771,2-11131-21223-112-1111-1,212021121132213112111-02,Euro-American,lineage4.2.1,ND,H1
GCA_001396495.1_5237_3_1_genomic,500000034420000,500000034420000,--1-221112211-12--11---1,--201212---1112111111--2,Euro-American,lineage4.2.2,ND,NEW-1 (misnamed as Ural-2)
GCA_001386195.1_7935_3_54_genomic,000000000003771,000000000003771,223222122222211421111212,212223222-22322122222-12,East Asian,lineage2.2.1,ND,Beijing
GCA_001385355.1_7755_4_4_genomic,037677777760711,037677777760711,213222122222212211111112,2131232222322221222221-2,Euro-American,lineage4,ND,T1
GCA_001379075.1_7156_7_64_genomic,577760007760771,577760007760771,112223131222211111112-12,112122222123123131222-12,Euro-American,lineage4.3.3,ND,LAM-RUS
GCA_001395215.1_6540_6_15_genomic,703500000000171,703500000000171,11-1111221-1---1----11-2,1011111111-2211122112--1,East-African Indian,lineage3,ND,CAS
GCA_001394435.1_6570_7_2_genomic,703377400001771,703377400001771,2222211112211-111-212112,222212222113211111222102,East-African Indian,lineage3.1.1,ND,CAS1-Kili
GCA_001395715.1_6570_7_14_genomic,703377400001771,703377400001771,2222211112211-121-2111-2,2222122222122111111221-2,East-African Indian,lineage3.1.1,streptomycin(R),CAS1-Kili
GCA_001392575.1_6540_6_22_genomic,776700404020711,776700404020711,2-1113-112212-12----1-12,2020111112241131-1222-02,Euro-American,lineage4.3.4.2.1,ND,H1
GCA_001385055.1_7769_7_9_genomic,774777777760771,774777777760771,212122113323211111121222,212132132122322113332-12,Euro-American,lineage4,ND,T1
GCA_001390075.1_8898_8_56_genomic,000000000003670,000000000003670,2112121122211--1-1111-11,211111221-12112112221-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001393935.1_6540_7_2_genomic,777741770000071,777741770000071,1-21221212-131-1-1111111,111012122-32222121221-11,Euro-American,lineage4.1.2.1,ND,Unknown
GCA_001396215.1_6570_6_23_genomic,000000000003771,000000000003771,2221211212221-22-12112-2,223222122212311121122--2,East Asian,lineage2.2.1,ND,Beijing
GCA_001391855.1_6570_6_8_genomic,777777777760771,777777777760771,2121121111221-11-13111-2,232122121112212111112-12,Euro-American,lineage4,ND,T1
GCA_001382155.1_7156_6_17_genomic,000000000003771,000000000003771,213225151522211411212112,222123222-232251-12-2-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001378955.1_7156_6_41_genomic,770000770060771,770000770060771,21212412222-2112-1311122,2-2102122222224122322-12,Euro-American,lineage4.8,ND,T1-RUS2
GCA_001393235.1_6540_7_12_genomic,406362406060771,406362406060771,1-2122-212211--1-11-1--1,111012112113112021121-12,Euro-American,lineage4.3.4.2.1,ND,LAM11-ZWE
GCA_001393115.1_6540_7_10_genomic,702657700002711,702657700002711,2-12111111221111--11---2,2120212211141221-1112--2,East-African Indian,lineage3,ND,CAS
GCA_001382935.1_7755_2_4_genomic,777777777760471,777777777760471,212222121322311522112112,212122222-33222121232--2,Euro-American,lineage4.1.2,ethionamide(R),T1
GCA_001396715.1_6280_4_6_genomic,577767117640711,577767117640711,1121221212212-12-111-1-2,112112122221212121122-12,Euro-American,lineage4.8.2,ND,T1
GCA_001392275.1_6570_6_6_genomic,617776777760601,617776777760601,2212211122211-12-1212311,222211222213411112221-12,Euro-American,lineage4.1.1,ND,X2
GCA_001388235.1_8939_3_11_genomic,604777774000641,604777774000641,2111211-22213--2---1-1-1,201112122-32211122121-02,Euro-American,lineage4.1.2.1,streptomycin(R),AFRI
GCA_001397515.1_6221_3_5_genomic,756701512340550,756701512340550,1-11121122--21-2-1-11-11,101001121222122112221-11,Euro-American,lineage4.8,capreomycin(R),T1
GCA_001379815.1_7841_6_39_genomic,000000000003771,000000000003771,213212121322212111111112,213123221122222121232-12,East Asian,lineage2.2.1,streptomycin(R),Beijing
GCA_001393755.1_6540_5_7_genomic,774000000000171,774000000000171,1--111-11--121-1-1111--2,111012121-22121021122-11,Euro-American,lineage4,ND,Unknown
GCA_001383695.1_7755_2_10_genomic,777777777760771,777777777760771,213122122221211221112112,212113122223222122222--2,Euro-American,lineage4.8,ND,T1
GCA_001387555.1_8898_8_70_genomic,000000000003671,000000000003671,1-11211122-22--1--1---11,111021112-21111112221-01,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001381035.1_7755_3_85_genomic,000000000003771,000000000003771,212225132223211421111122,212132222-22225132322212,East Asian,lineage2.2.1,rifampicin(R),Beijing
